"取引日","出金金額（円）","入金金額（円）","海外出金金額","通貨","変換レート（円）","利用国","取引内容","取引先","取引方法","支払い区分","利用者","取引番号"
"2026/06/19","820","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_20s_male_02","PP-DUMMY-20M02-020"
"2026/06/21","1320","","","","","日本","支払い","ラーメン青葉","PayPay残高","通常","dummy_20s_male_02","PP-DUMMY-20M02-021"
"2026/06/23","680","","","","","日本","支払い","スターバックス","PayPay残高","通常","dummy_20s_male_02","PP-DUMMY-20M02-022"
"2026/06/25","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_20s_male_02","PP-DUMMY-20M02-023"
"2026/06/27","2800","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_02","PP-DUMMY-20M02-024"
"2026/06/01","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_02","PP-DUMMY-20M02-025"
"2026/06/03","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_02","PP-DUMMY-20M02-026"
"2026/06/05","12800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_02","PP-DUMMY-20M02-027"
"2026/06/12","680","","","","","日本","支払い","スターバックス","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-001"
"2026/06/14","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-002"
"2026/06/16","1900","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-003"
"2026/06/18","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-004"
"2026/06/20","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-005"
"2026/06/22","4800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-006"
"2026/06/24","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-007"
"2026/06/26","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-008"
"2026/06/16","420","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-017"
"2026/06/18","760","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-018"
"2026/06/20","820","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_20s_male_03","PP-DUMMY-20M03-019"
"2026/06/15","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-001"
"2026/06/17","1900","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-002"
"2026/06/19","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-003"
"2026/06/21","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-004"
"2026/06/23","4800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-005"
"2026/06/25","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-006"
"2026/06/27","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-007"
"2026/06/17","420","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-016"
"2026/06/19","760","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-017"
"2026/06/21","820","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-018"
"2026/06/23","1320","","","","","日本","支払い","ラーメン青葉","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-019"
"2026/06/25","680","","","","","日本","支払い","スターバックス","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-020"
"2026/06/27","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-021"
"2026/06/01","2800","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-022"
"2026/06/03","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-023"
"2026/06/05","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-024"
"2026/06/07","12800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-025"
"2026/06/09","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_04","PP-DUMMY-20M04-026"
"2026/06/18","1900","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-001"
"2026/06/20","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-002"
"2026/06/22","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-003"
"2026/06/24","4800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-004"
"2026/06/26","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-005"
"2026/06/28","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-006"
"2026/06/18","420","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-015"
"2026/06/20","760","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-016"
"2026/06/22","820","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-017"
"2026/06/24","1320","","","","","日本","支払い","ラーメン青葉","PayPay残高","通常","dummy_20s_male_05","PP-DUMMY-20M05-018"
"2026/06/21","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-001"
"2026/06/23","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-002"
"2026/06/25","4800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-003"
"2026/06/27","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-004"
"2026/06/01","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-005"
"2026/06/19","420","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-014"
"2026/06/21","760","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-015"
"2026/06/23","820","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-016"
"2026/06/25","1320","","","","","日本","支払い","ラーメン青葉","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-017"
"2026/06/27","680","","","","","日本","支払い","スターバックス","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-018"
"2026/06/01","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-019"
"2026/06/03","2800","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-020"
"2026/06/05","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-021"
"2026/06/07","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-022"
"2026/06/09","12800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-023"
"2026/06/11","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-024"
"2026/06/13","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_06","PP-DUMMY-20M06-025"
"2026/06/24","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-001"
"2026/06/26","4800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-002"
"2026/06/28","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-003"
"2026/06/02","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-004"
"2026/06/20","420","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-013"
"2026/06/22","760","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-014"
"2026/06/24","820","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-015"
"2026/06/26","1320","","","","","日本","支払い","ラーメン青葉","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-016"
"2026/06/28","680","","","","","日本","支払い","スターバックス","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-017"
"2026/06/02","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-018"
"2026/06/04","2800","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-019"
"2026/06/06","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-020"
"2026/06/08","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-021"
"2026/06/10","12800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-022"
"2026/06/12","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-023"
"2026/06/14","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_07","PP-DUMMY-20M07-024"
"2026/06/27","4800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-001"
"2026/06/01","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-002"
"2026/06/03","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-003"
"2026/06/21","420","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-012"
"2026/06/23","760","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-013"
"2026/06/25","820","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-014"
"2026/06/27","1320","","","","","日本","支払い","ラーメン青葉","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-015"
"2026/06/01","680","","","","","日本","支払い","スターバックス","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-016"
"2026/06/03","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-017"
"2026/06/05","2800","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-018"
"2026/06/07","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-019"
"2026/06/09","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-020"
"2026/06/11","12800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-021"
"2026/06/13","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-022"
"2026/06/15","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_08","PP-DUMMY-20M08-023"
"2026/06/02","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-001"
"2026/06/04","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-002"
"2026/06/22","420","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-011"
"2026/06/24","760","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-012"
"2026/06/26","820","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-013"
"2026/06/28","1320","","","","","日本","支払い","ラーメン青葉","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-014"
"2026/06/02","680","","","","","日本","支払い","スターバックス","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-015"
"2026/06/04","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-016"
"2026/06/06","2800","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-017"
"2026/06/08","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-018"
"2026/06/10","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-019"
"2026/06/12","12800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-020"
"2026/06/14","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-021"
"2026/06/16","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-022"
"2026/06/06","420","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_09","PP-DUMMY-20M09-031"
"2026/06/05","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-001"
"2026/06/23","420","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-010"
"2026/06/25","760","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-011"
"2026/06/27","820","","","","","日本","支払い","セブンイレブン","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-012"
"2026/06/01","1320","","","","","日本","支払い","ラーメン青葉","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-013"
"2026/06/03","680","","","","","日本","支払い","スターバックス","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-014"
"2026/06/05","3980","","","","","日本","支払い","ユニクロ","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-015"
"2026/06/07","2800","","","","","日本","支払い","TOHOシネマズ","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-016"
"2026/06/09","7800","","","","","日本","支払い","Amazon","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-017"
"2026/06/11","980","","","","","日本","支払い","マツモトキヨシ","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-018"
"2026/06/13","12800","","","","","日本","支払い","ビックカメラ","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-019"
"2026/06/15","980","","","","","日本","支払い","東京メトロ","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-020"
"2026/06/17","1380","","","","","日本","支払い","ファミリーマート","PayPay残高","通常","dummy_20s_male_10","PP-DUMMY-20M10-021"
"2026/06/06","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-001"
"2026/06/08","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-002"
"2026/06/10","2380","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-003"
"2026/06/12","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-004"
"2026/06/14","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-005"
"2026/06/16","6800","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-006"
"2026/06/18","3400","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-007"
"2026/06/20","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-008"
"2026/06/22","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-009"
"2026/06/24","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-010"
"2026/06/14","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-019"
"2026/06/16","760","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-020"
"2026/06/18","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-021"
"2026/06/20","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-022"
"2026/06/22","1580","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-023"
"2026/06/24","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-024"
"2026/06/26","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-025"
"2026/06/28","4200","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_01","PP-DUMMY-20F01-026"
"2026/06/09","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-001"
"2026/06/11","2380","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-002"
"2026/06/13","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-003"
"2026/06/15","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-004"
"2026/06/17","6800","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-005"
"2026/06/19","3400","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-006"
"2026/06/21","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-007"
"2026/06/23","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-008"
"2026/06/25","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-009"
"2026/06/15","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_02","PP-DUMMY-20F02-018"
"2026/06/12","2380","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-001"
"2026/06/14","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-002"
"2026/06/16","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-003"
"2026/06/18","6800","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-004"
"2026/06/20","3400","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-005"
"2026/06/22","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-006"
"2026/06/24","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-007"
"2026/06/26","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-008"
"2026/06/16","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-017"
"2026/06/18","760","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-018"
"2026/06/20","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-019"
"2026/06/22","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-020"
"2026/06/24","1580","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-021"
"2026/06/26","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-022"
"2026/06/28","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-023"
"2026/06/02","4200","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-024"
"2026/06/04","2100","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_03","PP-DUMMY-20F03-025"
"2026/06/15","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-001"
"2026/06/17","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-002"
"2026/06/19","6800","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-003"
"2026/06/21","3400","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-004"
"2026/06/23","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-005"
"2026/06/25","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-006"
"2026/06/27","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-007"
"2026/06/17","1280","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-016"
"2026/06/19","760","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-017"
"2026/06/21","960","","","","","日本","支払い","ローソン","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-018"
"2026/06/23","1650","","","","","日本","支払い","カフェベローチェ","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-019"
"2026/06/25","1580","","","","","日本","支払い","ロフト","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-020"
"2026/06/27","3980","","","","","日本","支払い","GU","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-021"
"2026/06/01","4200","","","","","日本","支払い","アットコスメ","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-022"
"2026/06/03","4200","","","","","日本","支払い","美容室サンプル","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-023"
"2026/06/05","2100","","","","","日本","支払い","紀伊國屋書店","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-024"
"2026/06/07","1460","","","","","日本","支払い","成城石井","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-025"
"2026/06/09","4200","","","","","日本","支払い","無印良品","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-026"
"2026/06/11","1260","","","","","日本","支払い","ドトール","PayPay残高","通常","dummy_20s_female_04","PP-DUMMY-20F04-027"
